,hate_speech,clean_tweet
15786,0,RT JazzyClarks If you hate me I dont care New flash bitch I dont live to please you aha
23197,1,Yo own homegirls sayin you a bum bitch Ooooostopflexingforigandtwitter
13924,0,Puig had zero lines and yet he is still going to fuck your bitch after that appearance
22806,0,Who ever did the beat on that Wayne by Chief that bitch a banger ChiefKeef FreeWop FreeSlick
24366,1,pussy ass bitches
14091,0,RT ATLPRiNCeSS A real bitch know she gotta pluck dat nipple hair
18253,1,RT BlessedAle You stupid lil ass bitch I ai not fuckin with chuuu
6612,0,maccabeez no one knows the words to that song they only know the sexy saxophone George Michael is a pussy
14096,0,RT AZEALIABANKS Ladies its a full moon Which means pussy power is in full effect yall better get some dick tonnnnniiiiiiggggghhht
113,1,DionaIrish I hate a I am pregnant type of bitch
7785,0,Any person that puts anybody else is business out there for whatever reason is a bitch
8335,0,Ca not be a major nigga with a minor hoe
5925,0,elliottgianaris gook
2653,0,BookoutBj That is ghetto for super duper It is the current generations best complement
24502,0,that would be the stunt in which JamesOKeefeIII crossed some water dressed as a dead man while his teabagger sheriff friend watched him
24284,0,no pills jus weed kill dat pussy all night damn right sho u right
8046,2,Bitch fuck yo nigga what is up with that pussy
8966,1,Even the young kardashians are hoes lol
4393,0,PaulConroy habeshasuperman oh it is coming up little bitch and the US Has no veto over it It will be a thrill to watch
19433,0,RT khloewithoutheC TypicalMinions when ur with ur friend and a bitch u both hate walks past httptcoLPLAYEfIq felferrara us as n
22464,0,Walk in the party boot up yo hoe
3346,0,HarryDillema SvensTweet wltrrr vraag t Svenhij denkt Hoe lichter van kleur hoe beter het morele kompas werkt Ik ben kleurenblind 
14566,2,RT CPhil Man I was trying to eat  kylegotjokes Nigga you said it was bitches out here I showed up for nothin httptcou
9898,0,How I beat up the pussy httptcoYiWecH
797,2,Virginia is full of white trash
6810,1,prnoPuppy He called waynebrady a nigger
10156,0,I could b out here like some of these chicksin the streets slingin pussy for a couple dollars but im not
3303,0,GregHillWAAF New showThursdays with Jinxy broadcast from the moon it is made of chunky blue cheese you know
253,0,"TheNewSAT NewSATQuestions
Yeah bitch yeah bitch call me 
a Maybe
b SteveO
c Later
d Jesse Pinkman
machinegunkelly"
360,0,lildurk I can turn yo bitch into a eaterrrrrrrrr
19244,0,RT ilywhitesiders Jacob needs to stop being a little bitch and follow me on Instagram
22167,0,This Good pricklypear shiner httptcofaAaVxQ
14931,0,RT DannyDeVito Wisconsin IASIP nice work bitches
9932,0,How tf you act like a bitch 
10285,0,I feel like a bitch that just got her heartbroken a day before her wedding
17763,0,RT Thirst Hoes love justifying other hoes actions That is how you easily know who be hoeing
5709,0,chandraingram sounds like you bout to smack a hoe
15967,0,"RT KayciMalynn utcast Kayci and I greet each other by saying hey cunt like it makes me lol

The only person okay with me cal"
17582,2,RT Tease RT or you are a fag httptcoOlrdeqX
1154,0,BreadTruckkBri These hoes gon come ampamp go i feel it
24001,0,i ran out  RT sadonnarae This hoe just texted me asking to borrow a roll of tissue until tomorrow 
5479,0,akaYankeee bitch probably deserved it lol
62,0,ARIZZLEINDACUT Females think dating a pussy is cute now httptcoVxBJgGsz how does doing this stuff make him a pussy
1020,0, my nerves are being worked cos of my monkey 
14016,0,RT BluntsJorge GinaSanabria I am ugly so do not worry about me having hoes
10232,0,I do not make music for niggas that do not get bitches
935,0, RT MsSadaClay I love salad RTviaNAWF Anyway fuck you hoes eat a salad
6191,1,itssdaviddd retard alert
20808,0,Shout out to everyone that puts up with my retarded ass I appreciate it
12329,0,Leap tall hoes in a single bound
5315,1,JamesKirby mflury back off ya queer bag
5409,0,lexisperez he ate my pussy i could
23428,0,You think America has crooked lawsWomen in other countries get executed in the street for shoningYou American hoes would not make it
4132,0,MissBrionline LanipopChicago RealYdotGdot My mfn BIRTHDAY Pink Champaign in dat bitch
7642,0,All these hoes trife I can never cuff  I have been hurt before so I can never give a fuck
14095,0,RT AYYSIAN Life is a bitch because if it was a slut it would be easy
4190,1,MrGreatness I send them hoes because ai not nobody gone play me but geez lmao not when they ask for them
22019,0,This bitch
21205,1,Stupid freshman bitches that walk like slow as hell and u can not get around them hurry the fuck up sloth
11338,0,I am not going to chase a dumb bitch
10427,1,I hate a Hacked at k ass hoe
16677,0,RT NoContextAds Tired of little bitches messing with your plants Get your own Gangster Gladys httptcoLQbUJGbr
20471,0,Raunchy ass to pussy action with Sakurako offering up her holes foruse httptcoelpXyED
568,0,They have to That division is trash NoMeekJustMilz Saints gon win the NFC Southwatch
22068,0,This is better than flappy bird FallOutBird httptcoCHVzWTvltG
13503,0,OGs Love too See a yung nicca come up
19672,0,RT michellemalkin Good morning to you too sunshine RT miembrotropa michellemalkin dirty bitch
8129,0,Boosie ran this hoe
23756,0,digging a hole is very satisfying it is climbing out that is a bitch
3275,2,GoDaddy Hope you guys do get attacked for supporting SOPA bunch of dirty snake faggots
2509,0,AwiLLRECKLESS lmao omm you see the bitch tryna act like she ai not feel it ahaha
23521,0,Zach Huggins tell yo bitch to leave me tf alone
18366,0,RT BrighterDays I do not be worrying about these messy hood ass hoes but they worrying about me though Why 
16701,1,RT NotSheriffWoody Just smashed a bottle over buzz head because he is a cunt
16926,1,RT PoohSavage ThompsonEra fr mane on some  shit cuff her if she made you that happy in one night cause these hoes for everybody fr
11660,0,If you not my bitch I really do not care 
17061,0,RT RealNiggaSherm stBlocJeremiah RealNiggaSherm bitch bitch wassup
2688,0,Briscoefunnyguy KaeeJones I gotta see that hoe in person cause I am sleeping on that hoe for now
11306,1,I am just on this hoe to laugh
20898,0,Smh ampamp its not bitches its BITCH ASS NIGGAHS
8799,0,Do not get yo bitch ass killed in new Atlanta baby
6791,0,officiallyshay where you been at nigglet I ai not seen you in a while
3475,0,Iemonaids drugulaa some of them bitches give you more than a virus
11805,2,In reality lame niggas and corny niggas get bitches bc it is sooo many of dem niggas nbs lol
16319,0,RT LynkinTheDog TNastyTeen I do not love these hoes
18285,0,RT HolySmokes If you can not eat pussy that is got hair on it I am not even sure you really know how to eat pussy
21169,1,Stood outside for  minutes to take a phone call went back in and looked in the mirror and saw a Somalian Fuck the sun lil punk ass bitch
21247,0,Sweet yellow bone thang I call her Honey mustard httptcoIsFduDubx
24265,2,niggas ai not playin a gram of defense man George need to tell these bitch ass niggas man up
5097,2,ViewFromBoxSeat She is a cunt
2246,0," things i cant stand while dealing with a bitch 

A HIT FEET
B STANK ASS BREATH
C SKANK ASS WAYS"
10847,0,I refuse to raise a child in this bitch ass country
13402,0,No summer school  eat a dick school Im done with your bitch ass 
5829,2,delaneyguinan a faggot that needs to grow up
15275,0,RT FunkyDineva If you can barely walk in your heels or your dress bitch you are trying to hard
15771,0,RT JayZOverrated charmss Next person I see tweeting that bitch shitting on herself im unfollowing you
20453,4,"RT
COMMENCE CARPET BOMBING All Iraq soldiers in this video httptcooLDeDBR executed by Jihadis from Tunis httptcoEcEOEz"
19144,0,"RT iDntLuvHoes All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga"
4154,0,MonteaRollin kayysavage bitch ion talk to   shit ion even talk to  can you even name   Lol
160,0,KingHendo VonDreaam naw it is my old tape new cover  my upcoming mixtape is KingOfTheHill Yeah I am waiting on that hoe Mayne
8933,0,Eating pussy is fun
8663,1,David is my bitch
12639,2,Look at them hoes man fuck them hoes niggah lets get smoked
12768,0,Marcus is in this hoe schleeeeeeeeeeppppppp
21941,0,This bitch and her cankles
17898,0,RT Tylar stBlocJeremiah lol man bitch shutup I am salty lowkey
17536,0,RT TRAPMAMA BoobieJohnson so i could catch a round with half these pussies out here
3754,0,KforKicKs likkadawgg turn up ya bitchfw ya dawg man
2575,0,BekySawyer boats and hoes
18104,0,"RT XANSHAWTY U can eat all the pineapples you want 

Ur pussy still trash"
18278,0,RT Ezzzylove She a bad bitch let is get to it right away 
4894,1,ThatChrisEckert Gobble de gook
16445,0,RT MickeyChristmas Time to go to the studio and make really good music so I can act like I do not know the bitches that flexed on me since
1535,0,StognerAllie Jealous bitches be like   do not subtweet me hoe
20153,0,RT thecoreyholcomb The WNBA superstars can suck pussy while on top of da world but when they stop playing amp da thousands r gone they sett
8468,0,Chillin wit my bitch who never hesitates tonight
22994,0,Wow my cuzin dont like lil snupe this niggah trippin
8662,0,David is bitch made HeIsMyBitch
14128,0,RT Airrogance bitch i am legal so i am ridin round like rambo 
1237,1,DuncanHines KBThree fck you nigger lol jk bra
24033,0,id look real retarded trynna hi  myself  so ill just do it in my head
5515,0,amck And because it sounds like there is NO prenup he is gonna cash in not her He apparently has ghetto credit  amagine that
4528,2,RevolutionUK Jesus I would love to do that and more to those muzzie torturers fucking animal savages
18433,0,RT brooklynnmsb It ai not nothing to cut that bitch off 
6518,1,kittygurl I highly doubt you are a real woman You are prolly a fat ass man Who fuckin cares Let me do me ho
20005,0,RT shayconnnor u ai not sailor moon bitch
2517,0,AyyMartt bitch where you been
16453,0,RT MikeDiggEm BadGalTitii When I see a girl wit her nigga I be like bitch bet I can snatch from you but I ai not even gone do it Lol
7090,0,stevemaxboxing that is what the little egotistical bitch deserves his head is huge for someone who gets KO would when the wind blows
7902,0,Bad bitch give good head dumb bitch get hood rich
22912,0,Why yall bitches be havin stretch marks on yall upper ass 
15868,0,RT JoyDoe  RT sbabylife I love hood bitches God help me lmaoooo
9992,0,I ai not really trippin about the money yo that shit constantly comes like a bitch pussy
2515,0,Aydren cause you are a sexy bitch
12034,0,Jammin these sad songs smoking squares thinking bout bitches
11437,0,I have got a birds eye view of all the secrets you keep
9789,1,Here some kimora boobies for you   this is how unlock before I slice a bitch kimorablac httptcoxGbThLJ
15576,0,RT IBekOoLz Rough face hoes be having all the kidsWho did this to u  Self esteem issuesMore kids  secured love
19543,1,RT lilduval Maaan these hoes be photoshopping RT MH lilduval damn you suppose to be that nigga How you get catfished
2953,0,DamierGenesis pulled up in that bulbasuar you know I am bout to make yo girl pussy sore
13455,0,Not the type to take it slow turn a good girl into a hoe spookyblack
17461,0,"RT StripesAllure Bitches eyebrows be on FlEEK  
Loyalty on Weak  edges incomplete 
and pussy on REEK  "
4434,0,PrinceDemitri TheWeek russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god ready to mock it
12645,0,Look at yall bitches only Hmu when ya wifi on bitches
2295,0,proFESSOR  That is what happens when your getting pussy Pussy or Twitter Seems like a clear cut choice to me Hahahaha
3588,0,JFH Happy Another Group of  Days you weird ass son of a bitch That is why we all love you though Hoping there are riots in Htown
4532,0,RichHomieLexx tryanna explain sumn to des young boys out here now daysthey do not know wat a true pimp is I be pimpin des hoes moma Lmfaoo
8843,0,Down to catch a body bitch
15718,0,RT JStac There is coon classic R Kelly Usher and then there is classic Stevie Wonder Prince Not that there is anything wrong with
669,0,BOB Bass over bitches HankJohnson bitches on his dick fishes on the dock
